date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:21:26	5181/5181	---M--	200	added ('OK')	image/png	etag:%227002bbd90f1b392a3d5dd287b51fd3db%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/641ac9145334942bbe624864_hero-3-1.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/641ac9145334942bbe624864_hero-3-1.png	(from https://www.contiant.com/)
18:21:27	36459/36459	---M--	200	added ('OK')	image/png	etag:%22c38c8da7d5c6c2bb9d425c1d278c5404%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/641ac9153ed75985e6444107_hero-4.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/641ac9153ed75985e6444107_hero-4.png	(from https://www.contiant.com/)
18:21:28	4827/4827	---M--	200	added ('OK')	image/png	etag:%2262fa684b5eabd243ef7de31a8520735d%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/641ac9145b93f331878b7fad_hero-4-1.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/641ac9145b93f331878b7fad_hero-4-1.png	(from https://www.contiant.com/)
18:21:29	12860/12860	---M--	200	added ('OK')	image/png	etag:%22f02ee08f4b2c3785d791c2d13d46e314%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/641ac91653349400b662487a_hero-5.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/641ac91653349400b662487a_hero-5.png	(from https://www.contiant.com/)
18:21:31	596980/596980	---M--	200	added ('OK')	image/png	etag:%22436d4abf7bca9e54f715b97775217dd5%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63cea64adb594e804d635959_hero-img.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63cea64adb594e804d635959_hero-img.png	(from https://www.contiant.com/)
18:21:31	565635/565635	---M--	200	added ('OK')	image/png	etag:%228bfef41770b6ec1fb02cd8480d174c3f%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63da8f7e4dca1b069c17ffce_Card%201.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63da8f7e4dca1b069c17ffce_Card%201.png	(from https://www.contiant.com/)
18:21:32	35969/35969	---M--	200	added ('OK')	image/jpeg	etag:%22700afbabf89ae93e2e2e96e6af648ec2%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63dbbc0b9d2518591a58c1d3_merchent-img.jpg	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63dbbc0b9d2518591a58c1d3_merchent-img.jpg	(from https://www.contiant.com/)
18:21:33	99157/99157	---M--	200	added ('OK')	image/jpeg	etag:%2205b35d960c42749899238d595fa3caa1%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63e23b8bcc55b71653fa911b_customer-img.jpg	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63e23b8bcc55b71653fa911b_customer-img.jpg	(from https://www.contiant.com/)
18:21:33	17807/17807	---M--	200	added ('OK')	image/jpeg	etag:%22e77f99334cf2803acc5f6c4dc6ed36d8%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63e23fb3659d2d82cb268e1f_sneekers.jpg	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63e23fb3659d2d82cb268e1f_sneekers.jpg	(from https://www.contiant.com/)
18:21:34	140438/140438	---M--	200	added ('OK')	image/png	etag:%22f969f2c4c5e9325ef24761a8e67496a2%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/6414347f0ee69a40f6ae9e5a_screen2.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/6414347f0ee69a40f6ae9e5a_screen2.png	(from https://www.contiant.com/)
18:21:35	76082/76082	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:51:35%20GMT	https://www.contiant.com/company	D:/website/Website1/www.contiant.com/company.html	(from https://www.contiant.com/)
18:21:35	102738/102738	---M--	200	added ('OK')	image/png	etag:%22ff0e8c92467224fc4db3d9b7d1aaaecf%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/6414347fa235a3515ff822fd_screen3.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/6414347fa235a3515ff822fd_screen3.png	(from https://www.contiant.com/)
18:21:37	38699/38699	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:51:37%20GMT	https://www.contiant.com/investors	D:/website/Website1/www.contiant.com/investors.html	(from https://www.contiant.com/)
18:21:37	67455/67455	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:51:37%20GMT	https://www.contiant.com/blog	D:/website/Website1/www.contiant.com/blog.html	(from https://www.contiant.com/)
18:21:38	50498/50498	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:51:38%20GMT	https://www.contiant.com/privacy-policy	D:/website/Website1/www.contiant.com/privacy-policy.html	(from https://www.contiant.com/)
18:21:38	36025/36025	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:51:38%20GMT	https://www.contiant.com/terms-of-use	D:/website/Website1/www.contiant.com/terms-of-use.html	(from https://www.contiant.com/)
18:21:39	59285/59285	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:51:39%20GMT	https://www.contiant.com/merchant-terms-and-conditions	D:/website/Website1/www.contiant.com/merchant-terms-and-conditions.html	(from https://www.contiant.com/)
18:21:39	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=63ce8fdfb773bb355dff79ca	D:/website/Website1/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8c15c.js	(from https://www.contiant.com/)
18:21:39	767936/767936	---M-Z	200	added ('OK')	text/javascript	etag:%2200d44a7f996089aee01736795fcbf9a1%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/js/webflow.215a9368e.js	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/js/webflow.215a9368e.js	(from https://www.contiant.com/)
18:21:40	71017/71017	---M-Z	200	added ('OK')	application/javascript	etag:%22633c8b2b-6c91%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.3/gsap.min.js	D:/website/Website1/cdnjs.cloudflare.com/ajax/libs/gsap/3.11.3/gsap.min.js	(from https://www.contiant.com/)
18:21:41	40115/40115	---M-Z	200	added ('OK')	application/javascript	etag:%22633c8b2b-407b%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.3/ScrollTrigger.min.js	D:/website/Website1/cdnjs.cloudflare.com/ajax/libs/gsap/3.11.3/ScrollTrigger.min.js	(from https://www.contiant.com/)
18:21:42	15590/15590	---M--	200	added ('OK')	application/javascript	etag:%22f32087a-3ce6-5e30dfb139059%22	https://stan.bg/js/SplitText.min.js	D:/website/Website1/stan.bg/js/SplitText.min.js	(from https://www.contiant.com/)
18:21:42	21577/21577	---M-Z	200	added ('OK')	application/javascript	etag:%2263a3f27f-25af%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/MotionPathPlugin.min.js	D:/website/Website1/cdnjs.cloudflare.com/ajax/libs/gsap/3.11.4/MotionPathPlugin.min.js	(from https://www.contiant.com/)
18:21:43	123702/123702	---M--	200	added ('OK')	image/png	etag:%22cebf5eb0c56172cb2a96b6150a33e26f%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63da8ba4fcb5282d0c27c3fc_nois.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/63da8ba4fcb5282d0c27c3fc_nois.png	(from https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/css/contiant.webflow.998551745.css)
18:21:44	24534/24534	---M--	200	added ('OK')	image/jpeg	etag:%22954b685bacb023dcf6a4a8f7cc900620%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/64256bc9943fc80597dfd849_Rectangle%20486.jpg	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/64256bc9943fc80597dfd849_Rectangle%20486.jpg	(from https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/css/contiant.webflow.998551745.css)
18:21:45	17831/17831	---M--	200	added ('OK')	image/jpeg	etag:%22e82432e307d40950fdb2e99f34166c11%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/64256bc9a0534b62de38e839_Rectangle%20487.jpg	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/64256bc9a0534b62de38e839_Rectangle%20487.jpg	(from https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/css/contiant.webflow.998551745.css)
18:21:47	281684/281684	---M--	200	added ('OK')	image/png	etag:%224c6a7bb1d717d4193085aadb572da43a%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/64254222f5858530e2727bdc_orange%20element.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/64254222f5858530e2727bdc_orange%20element.png	(from https://www.contiant.com/company)
18:21:47	221966/221966	---M--	200	added ('OK')	image/png	etag:%227a51a92018731c24e9f882729759ccbe%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/64254221596eec323c3015e3_purple%20element.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/64254221596eec323c3015e3_purple%20element.png	(from https://www.contiant.com/company)
18:21:49	175847/175847	---M--	200	added ('OK')	image/png	etag:%22bee0e41470d79ac301f11921a0a4e8bd%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/64254221c7e054376473dfca_green%20element.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/64254221c7e054376473dfca_green%20element.png	(from https://www.contiant.com/company)
18:21:49	23122/23122	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a52-7l0c8IkTDtvDwGJJ3Yh02Lyvxx0%22	https://cdn.jsdelivr.net/npm/@finsweet/attributes-cmsfilter@1/cmsfilter.js	D:/website/Website1/cdn.jsdelivr.net/npm/@finsweet/attributes-cmsfilter@1/cmsfilter.js	(from https://www.contiant.com/blog)
18:21:50	490103/490103	---M--	200	added ('OK')	image/png	etag:%22bbf152fa212feb16773ab067e63d7267%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/649065e39f96c2f4e6e3da46_LOGOS.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/649065e39f96c2f4e6e3da46_LOGOS.png	(from https://www.contiant.com/investors)
18:21:51	139296/139296	---M--	200	added ('OK')	image/png	etag:%22f83c73bfe041d242f67fab9847f7b37f%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/649c269be1f6bc1fb09be64b_purple%20element-1.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/649c269be1f6bc1fb09be64b_purple%20element-1.png	(from https://www.contiant.com/blog)
18:21:52	903615/903615	---M--	200	added ('OK')	image/png	etag:%22c0b6675a2b6b026d0ad96d41431180ab%22	https://assets-global.website-files.com/63ce8fdfb773bb355dff79ca/649c269bbf0c65195a414292_purple%20element.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb355dff79ca/649c269bbf0c65195a414292_purple%20element.png	(from https://www.contiant.com/blog)
18:21:53	66028/66028	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:51:52%20GMT	https://www.contiant.com/post/navigating-the-future-of-finance-how-the-new-instant-payment-regulations-will-transform-european-payments	D:/website/Website1/www.contiant.com/post/navigating-the-future-of-finance-how-the-new-instant-payment-regulations-will-transform-european-payments.html	(from https://www.contiant.com/blog)
18:21:54	77534/77534	---M--	200	added ('OK')	image/png	etag:%227de820883eb74f776d1b70457063fce8%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/655b39db04f1c5f155ae673a_A_18.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/655b39db04f1c5f155ae673a_A_18.png	(from https://www.contiant.com/blog)
18:21:55	65015/65015	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:51:55%20GMT	https://www.contiant.com/post/rethinking-e-commerce-payment-systems-beyond-card-fees-2	D:/website/Website1/www.contiant.com/post/rethinking-e-commerce-payment-systems-beyond-card-fees-2.html	(from https://www.contiant.com/blog)
18:21:56	88727/88727	---M--	200	added ('OK')	image/png	etag:%222a53f896614c4e7760f669f9ef3158e2%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/654a24e45a090112bc485cc3_A_17.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/654a24e45a090112bc485cc3_A_17.png	(from https://www.contiant.com/blog)
18:21:57	63520/63520	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:51:57%20GMT	https://www.contiant.com/post/rethinking-financial-data-sharing-the-emergence-of-fida	D:/website/Website1/www.contiant.com/post/rethinking-financial-data-sharing-the-emergence-of-fida.html	(from https://www.contiant.com/blog)
18:21:58	64206/64206	---M--	200	added ('OK')	image/png	etag:%22df0d55a457d3a19154d826a4f40ae085%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/6541024bb62e4c5cead92d08_A_16.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/6541024bb62e4c5cead92d08_A_16.png	(from https://www.contiant.com/blog)
18:21:59	63899/63899	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:51:59%20GMT	https://www.contiant.com/post/optimizing-user-sign-up-a-comprehensive-guide	D:/website/Website1/www.contiant.com/post/optimizing-user-sign-up-a-comprehensive-guide.html	(from https://www.contiant.com/blog)
18:22:00	75263/75263	---M--	200	added ('OK')	image/png	etag:%22f2ebc0d7e0fb666005eed6d568cbb0bf%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/65362d3a48cc240013fa5bd8_A_15.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/65362d3a48cc240013fa5bd8_A_15.png	(from https://www.contiant.com/blog)
18:22:01	64178/64178	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:01%20GMT	https://www.contiant.com/post/rethinking-e-commerce-payment-systems-beyond-card-fees	D:/website/Website1/www.contiant.com/post/rethinking-e-commerce-payment-systems-beyond-card-fees.html	(from https://www.contiant.com/blog)
18:22:02	84091/84091	---M--	200	added ('OK')	image/png	etag:%2246172974441e7c05215805f2ed646f94%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/6527b4783f573fb44747874e_A_14.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/6527b4783f573fb44747874e_A_14.png	(from https://www.contiant.com/blog)
18:22:03	64079/64079	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:03%20GMT	https://www.contiant.com/post/the-future-of-e-commerce-payments-key-trends-to-watch	D:/website/Website1/www.contiant.com/post/the-future-of-e-commerce-payments-key-trends-to-watch.html	(from https://www.contiant.com/blog)
18:22:04	65663/65663	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:04%20GMT	https://www.contiant.com/post/beyond-transactions-how-account-to-account-payments-enhance-business-strategy-and-decision-making	D:/website/Website1/www.contiant.com/post/beyond-transactions-how-account-to-account-payments-enhance-business-strategy-and-decision-making.html	(from https://www.contiant.com/blog)
18:22:04	65042/65042	---M--	200	added ('OK')	image/png	etag:%22d753dbc7e598b6b3e8565cb8b282203f%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/651fccae16f00ab82abd7471_A_13.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/651fccae16f00ab82abd7471_A_13.png	(from https://www.contiant.com/blog)
18:22:06	1388468/1388468	---M--	200	added ('OK')	image/png	etag:%22881364ac199284542753b181ea105eff%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64fec8637275d4c0f23a86cb_A_12.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64fec8637275d4c0f23a86cb_A_12.png	(from https://www.contiant.com/blog)
18:22:07	65319/65319	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:07%20GMT	https://www.contiant.com/post/the-synergy-of-tech-and-finance-bridging-the-gap-with-account-to-account-payments-solutions	D:/website/Website1/www.contiant.com/post/the-synergy-of-tech-and-finance-bridging-the-gap-with-account-to-account-payments-solutions.html	(from https://www.contiant.com/blog)
18:22:08	1032325/1032325	---M--	200	added ('OK')	image/png	etag:%22dc0b6ebb956cdb2e89e3c7077cc53921%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64f0510acf7de2a528343393_A_11.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64f0510acf7de2a528343393_A_11.png	(from https://www.contiant.com/blog)
18:22:09	65895/65895	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:09%20GMT	https://www.contiant.com/post/the-evolution-of-payments-how-account-to-account-payments-are-shaping-the-future	D:/website/Website1/www.contiant.com/post/the-evolution-of-payments-how-account-to-account-payments-are-shaping-the-future.html	(from https://www.contiant.com/blog)
18:22:11	1923718/1923718	---M--	200	added ('OK')	image/png	etag:%22800419c2c0968dc2f56b9f0255155f84%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64e71483947642ac7a09fa3f_A_10.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64e71483947642ac7a09fa3f_A_10.png	(from https://www.contiant.com/blog)
18:22:11	66169/66169	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:11%20GMT	https://www.contiant.com/post/navigating-the-future-of-finance-contiants-leadership-in-account-to-account-payments	D:/website/Website1/www.contiant.com/post/navigating-the-future-of-finance-contiants-leadership-in-account-to-account-payments.html	(from https://www.contiant.com/blog)
18:22:13	67931/67931	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:13%20GMT	https://www.contiant.com/post/unlocking-the-potential-of-account-to-account-payments-a-close-look-at-contiants-seamless-and-efficient-payments	D:/website/Website1/www.contiant.com/post/unlocking-the-potential-of-account-to-account-payments-a-close-look-at-contiants-seamless-and-efficient-payments.html	(from https://www.contiant.com/blog)
18:22:13	1297202/1297202	---M--	200	added ('OK')	image/png	etag:%221249d031127ecd7353c1835352756559%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64dc7c771b0f5a78abf53ce0_A_09_Thumbnail.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64dc7c771b0f5a78abf53ce0_A_09_Thumbnail.png	(from https://www.contiant.com/blog)
18:22:15	66315/66315	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:15%20GMT	https://www.contiant.com/post/how-contiant-is-redefining-industry-standards-with-account-to-account-payments	D:/website/Website1/www.contiant.com/post/how-contiant-is-redefining-industry-standards-with-account-to-account-payments.html	(from https://www.contiant.com/blog)
18:22:15	1685898/1685898	---M--	200	added ('OK')	image/png	etag:%2222531542f8dd4bef800a861a969f9c81%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64d34b45b253b2ebe7e34971_Frame%2065.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64d34b45b253b2ebe7e34971_Frame%2065.png	(from https://www.contiant.com/blog)
18:22:16	67319/67319	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:16%20GMT	https://www.contiant.com/post/turnkey-solutions-for-modern-business-how-contiants-account-to-account-payment-gateway-streamlines-transactions	D:/website/Website1/www.contiant.com/post/turnkey-solutions-for-modern-business-how-contiants-account-to-account-payment-gateway-streamlines-transactions.html	(from https://www.contiant.com/blog)
18:22:16	1330341/1330341	---M--	200	added ('OK')	image/png	etag:%22a06e65193600817097a0457b733c7b04%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64d3401f16fda9f7449939cd_Frame%2064.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64d3401f16fda9f7449939cd_Frame%2064.png	(from https://www.contiant.com/blog)
18:22:18	66931/66931	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:18%20GMT	https://www.contiant.com/post/welcome-to-the-future-of-payments-discover-the-power-of-account-to-account-payments-with-contiant	D:/website/Website1/www.contiant.com/post/welcome-to-the-future-of-payments-discover-the-power-of-account-to-account-payments-with-contiant.html	(from https://www.contiant.com/blog)
18:22:18	1491928/1491928	---M--	200	added ('OK')	image/png	etag:%22c265d47e3bff16334083c3e21c1b689e%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64be526d60ecfc1c627764f7_64_creative_base.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64be526d60ecfc1c627764f7_64_creative_base.png	(from https://www.contiant.com/blog)
18:22:20	1490810/1490810	---M--	200	added ('OK')	image/png	etag:%221662f0a3ca64cabcb7ad6fa693fe491a%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64b0e5491eb4acf106d07b4e_72_creative_base.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64b0e5491eb4acf106d07b4e_72_creative_base.png	(from https://www.contiant.com/blog)
18:22:20	67538/67538	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:20%20GMT	https://www.contiant.com/post/psd3-what-is-new-and-how-it-impacts-payments-embracing-change-and-optimizing-efficiency	D:/website/Website1/www.contiant.com/post/psd3-what-is-new-and-how-it-impacts-payments-embracing-change-and-optimizing-efficiency.html	(from https://www.contiant.com/blog)
18:22:22	69965/69965	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:22%20GMT	https://www.contiant.com/post/the-power-of-open-banking	D:/website/Website1/www.contiant.com/post/the-power-of-open-banking.html	(from https://www.contiant.com/blog)
18:22:23	1850152/1850152	---M--	200	added ('OK')	image/png	etag:%22b5844f181c08bad614784ffccce51ea7%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64abb710a329f52e62238eae_48_creative_base.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/64abb710a329f52e62238eae_48_creative_base.png	(from https://www.contiant.com/blog)
18:22:24	1506502/1506502	---M--	200	added ('OK')	image/png	etag:%229ca9f5277aded2a74aee384aaa7a3579%22	https://assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/649d58a2a1ad22ccdf391dc7_image3.png	D:/website/Website1/assets-global.website-files.com/63ce8fdfb773bb0e26ff79d5/649d58a2a1ad22ccdf391dc7_image3.png	(from https://www.contiant.com/blog)
18:22:24	66401/66401	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:24%20GMT	https://www.contiant.com/post/revolutionizing-payments-with-contiant-instant-payments-no-chargebacks	D:/website/Website1/www.contiant.com/post/revolutionizing-payments-with-contiant-instant-payments-no-chargebacks.html	(from https://www.contiant.com/blog)
18:22:26	68704/68704	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Jan%202024%2012:52:26%20GMT	https://www.contiant.com/post/open-banking-vs-card-payments-a-new-era-in-financial-transactions	D:/website/Website1/www.contiant.com/post/open-banking-vs-card-payments-a-new-era-in-financial-transactions.html	(from https://www.contiant.com/blog)
